,ID,text,target,target_name,similarity
26,ynat-v1_train_00639,"중국, IBM, AI 혁신 토론... 기술 협력 확대 기대",6,세계,0.21638
27,ynat-v1_train_00804,북한 블랙리스트에 고위 외교관을 추가합니다... 첫 번째 대사 사건,2,정치,0.23379
28,ynat-v1_train_00279,"최지만, 시즌 첫 3루타 후 종아리 부상",1,스포츠,0.23001
29,1171,"패스트트랙 법안 수사 관련 검찰, 국회 및 운영위 등 압수수색",2,정치,0.24748
30,ynat-v1_train_00914,국제 주택도시금융포럼 개최,5,경제,0.18587
31,ynat-v1_train_00174,"이란, 중동서 새로운 외교 전략 발표",6,세계,0.23221
32,ynat-v1_train_01295,인도네시아에 10억 달러 규모의 사업 무더기 계약 체결,6,세계,0.18955
33,ynat-v1_train_02753,"숲 힐링 워크 콘테스트, 숲에서의 2주간의 힐링 경험.",0,생활문화,0.20641
34,ynat-v1_train_01105,그래픽 기 용한 법 증여 례,5,경제,0.18177
35,ynat-v1_train_01102,"가빈과 산체, '우리가 꿈꾸던 팀' 웃으며 달궜다",1,스포츠,0.22948
36,ynat-v1_train_01694,"철쭉 만발, 호남권 산정상 여행객 환호",0,생활문화,0.22782
37,ynat-v1_train_02534,"카카오엔터프라이즈, 국내 최고 기업형 IT 플랫폼 건설 나서",4,IT과학,0.23132
38,ynat-v1_train_00288,"천재교육 등, 한국출판학회상 수상",0,생활문화,0.18236
39,ynat-v1_train_02742,"美 주멕스 대사, 프리다 사상에 대한 이해 부족 논란",6,세계,0.20053
40,ynat-v1_train_02258,"친박계 의원들, 광화문 촛불집회 시 단양 골프 회동",2,정치,0.22771
41,917,오늘 LG전자 먼지흡입물걸레질 무선 청소기 출시,4,IT과학,0.26668
42,2245,자사주 추가 매입 자신감 드러낸 KT 조준호...G6 성공할까,5,경제,0.24617
43,ynat-v1_train_00137,2017 올해의 연극 베스트3 '옥상 밭': 고추 재공연 이유,0,생활문화,0.21852
44,ynat-v1_train_00102,"미국 불황 영향, 코스피 2360대 하락",5,경제,0.22293
45,ynat-v1_train_01686,혐탄이 폐지된 뒤 박사 학위를 받은 한상석 교수의 강의.,0,생활문화,0.18254
46,ynat-v1_train_02344,프랑스 정부는 에너지 공급 문제를 해결하기 위한 긴급 조치를 발표한다.,6,세계,0.24431
47,ynat-v1_train_01011,"북한, 개성공단 남측 관계자 오후 5시 30분까지 배출",2,정치,0.22722
48,ynat-v1_train_00167,손흥민 대표팀 합류 시점은 일 소집 참가 어려워,1,스포츠,0.21181
49,ynat-v1_train_00639,中 선제적 입막음 사이 안 논의에 끌어들여,6,세계,0.22662
50,ynat-v1_train_02796,삼성 갤럭시 정식 출시 첫 주말 이통시장 잠잠,4,IT과학,0.2502
51,ynat-v1_train_02495,"북한, 혁신 경제로의 전환 선언... 2차 개발 전략 공개",2,정치,0.22906
52,ynat-v1_train_00001,KTU 교원들이 한번 맞으면 탈락 체제 도입에 반대한다.,3,사회,0.21434
53,ynat-v1_train_02210,"강릉원주대, 2주 연기된 새 학기 개막",3,사회,0.2103
54,ynat-v1_train_01691,"아시안게임, 오지환·박해민 등 109명 엔트리 확정",1,스포츠,0.20627
55,ynat-v1_train_01699,"바이오, 성장 가능성 잠재력 존재에도 투자·성과 부족",5,경제,0.20483
56,ynat-v1_train_01525,"환경단체, 노란조 차량 집회로 교통 혼란 예고",6,세계,0.20286
57,ynat-v1_train_02352,삼성이 차세대 스마트폰 기술을 공개하면서... 갤럭시 언팩에서 혁신적인 tR B 방법을 소개합니다.,4,IT과학,0.27915
58,1771,닐 워드 테일러 워커 맨시티 공식 입단...영 선수 최대 이적료,1,스포츠,0.20885
59,ynat-v1_train_01182,프로 배구는 신규 외국인 선수 영입으로 기대감이 높아졌다.,1,스포츠,0.26646
60,1534,오빠 농구 천재 감독 문경은·이상민 크리스마스에 3점 릴레이 슛 대결,1,스포츠,0.25516
61,ynat-v1_train_02672,"MLB닷컴 판타지랭킹, 추신수 176위·류현진 188위·강민호 195위",1,스포츠,0.20691
62,ynat-v1_train_01004,FT에서 셀레나 메시... 골은 메시가 넣었다...,1,스포츠,0.23138
63,ynat-v1_train_01904,"문 대통령, 정책 성과와 향후 과제에 대한 비전 제시",2,정치,0.26235
64,ynat-v1_train_01672,패널 산업과 V6 시장의 부진을 극복하기 위한 새로운 전략을 모색하고 있다.,4,IT과학,0.22853
65,2284,언론중재위원회 선정 결과 불공정 지방선거 보도 91건 제재,3,사회,0.18425
66,ynat-v1_train_00700,"삼성전자, 신제품 갤럭시 S9 퀀텀 패키지 출시...5천대 한정 판매",4,IT과학,0.27541
67,ynat-v1_train_02278,"도로공사, 4S아 선수 활약으로 선두 도약",1,스포츠,0.235
68,ynat-v1_train_01755,국제유가 상승에 주유소 기름값 끊임없이 증가,5,경제,0.20389
69,ynat-v1_train_00842,"프랑스, 이란에 탄도 미사일 발사 놓고 9번 항의",6,세계,0.22667
70,1053,누워서 타는 전동 자전거로 평창동계올림픽 홍보,0,생활문화,0.19598
71,1037,재즈 피아니스트 유자 왕의 연주,0,생활문화,0.18922
72,ynat-v1_train_00394,"이스라엘, 팔레스타인 가자지구에 로켓 발사 대응 태세 강화",6,세계,0.22157
73,ynat-v1_train_02103,"예탁원, 워킹그룹과 함께 분산장부 기술 공동 연구 추진",5,경제,0.20235
74,316,대북특사단 오전 8 9시 평양 안착...10시부터 회담 중,2,정치,0.24209
75,ynat-v1_train_02235,"日, 중국의 부상속에 홀로 남은 한국 AI 실력",6,세계,0.1828
76,ynat-v1_train_00829,"삼성, 갤럭시 S9 퀀텀 패키지 출시로 프리미엄 스마트폰 시장 공략",4,IT과학,0.28156
77,ynat-v1_train_02797,C 버전을 업데이트한 후 텔레그램과 같은 메신저가 2시간 동안 다운되었는데 원인은 무엇인가요?,4,IT과학,0.22306
78,ynat-v1_train_01767,"전문가, 과학기술 분야 국민적 관심사에 입각한 의견제시",3,사회,0.18177
79,ynat-v1_train_00745,서울 표준주택 공시가 상승…15억 초과 고가주택 집중 관리,5,경제,0.22568
80,745,농구장에 평균 65세 실버세대 도우미 벌써 10명 떴다,1,스포츠,0.22916
81,ynat-v1_train_01460,"전자통신연구원, 환자 생체신호 실시간 원격 측정 기술 인증 취득",4,IT과학,0.20928
82,ynat-v1_train_00160,"KT, 안랩과 정보보호·정보보안 서비스 개발 협력",4,IT과학,0.23762
83,ynat-v1_train_01202,"대입 학원 통학버스 코로나 확진자 발생, 29명 감염",3,사회,0.19483
84,ynat-v1_train_02784,"고려고 vs 베트남 5차 결승 격돌, 3대0 농구 챔피언 결정전",1,스포츠,0.22626
85,ynat-v1_train_01644,"삼성전자, 차세대 패널 제조 기술로 6조원 규모 공급 계약 체결",5,경제,0.22189
86,ynat-v1_train_01914,"박정훈 SBS 사장, 한국방송협회장에 선임",3,사회,0.18041
87,ynat-v1_train_02720,"초등학생들의 꿈을 키우는 미래 I업 연~소, 새로운 교육 패러다임 제시",3,사회,0.20743
88,ynat-v1_train_01030,"이선규, 거미손 센터 은퇴하며 열년 선수 경력 마무리",1,스포츠,0.2151
89,ynat-v1_train_02412,"테슬라, 한국 손 잡고 2년 속행 외줄타기; 위풍당당",5,경제,0.20004
90,ynat-v1_train_01400,"북한, 장거리 미사일 기습발사 대비 가림막 설치",2,정치,0.22433
91,ynat-v1_train_00132,올해 경제 성장 전망에 대해 전문가들의 논평이 나오고 있다.,0,생활문화,0.18276
92,ynat-v1_train_01649,베스트셀러 김난도 트렌드 코리아 주째 위,0,생활문화,0.20702
93,ynat-v1_train_00916,갤럭시 S23은 혁신적인 카메라 기능으로 관심을 끌고 있다.,4,IT과학,0.25329
94,ynat-v1_train_00175,"북한 사이버 공격, 세계 은행 협회 1천억 벌취",6,세계,0.21453
95,ynat-v1_train_02614,"문재인 대통령, 판문점에서 선언 발표",2,정치,0.25361
96,ynat-v1_train_00400,신간 '의와 인문학'으로 한국 철학계에 신선한 바람 불러일으키다,0,생활문화,0.18928
97,ynat-v1_train_01970,"휴일에 미세먼지 주의, 울산에 발령",0,생활문화,0.20289
98,ynat-v1_train_01459,악성 소프트웨어가 IoT 장치에 감염되어 보안 조치를 강화해야 합니다.,4,IT과학,0.2154
99,ynat-v1_train_01400,北 장거리미사일 기습발사 가능성 발사대에 가림막 설치,2,정치,0.21108
100,ynat-v1_train_02165,프랑스 노딜 브렉시트 본화,6,세계,0.22419
101,ynat-v1_train_02087,"터칭, 사랑과 지지를 담아  세상을 만져요",0,생활문화,0.2221
102,ynat-v1_train_00517,"이통시장 태풍, 단말 자급제 수면 위협에 업계 경각심",4,IT과학,0.21813
103,ynat-v1_train_00323,"청와대로 가는 길, 율곡 이이와 김어준의 뉴(공장) 청취는 정치적",2,정치,0.26346
104,ynat-v1_train_00898,"프로축구 스타, 새로운 팀에서 첫 경기 승리 이끌다",1,스포츠,0.26843
105,ynat-v1_train_01488,공항 확충 공사로 인한 시민의 불편과 교통 혼란에 대한 우려.,3,사회,0.18917
106,2016,하루키 한정판·애니 '너의 이름은'....새해 일본 로맨스 소설 부문 베스트 인기몰이,0,생활문화,0.19646
107,ynat-v1_train_00516,"대학 편입생 모집 확대, 2% 증가로 교육 기회 확대",3,사회,0.19322
108,577,하이투자 한국전력 올 2분기부터 실적 개선 전망...목표주가 상향,5,경제,0.23716
109,ynat-v1_train_00178,한화워터와 삼성전자가 공동성장협정을 체결한다.,5,경제,0.22252
110,327,오빠 농구 감독 문경은·이상민 크리스마스에 3점 슛 대결,1,스포츠,0.25167
111,ynat-v1_train_02126,"퇴직 후 생활고 막기 위해 취업 시도, 실패 후 전 직장 동료들과 재회 8일 만에 희망",3,사회,0.17254
112,ynat-v1_train_01154,"교육계, 학교 급식 칸막이 정책 완화에 대한 찬반 격론 확산",3,사회,0.22809
113,ynat-v1_train_00622,시안게임 체육 코리아 우스서 여 농 일,1,스포츠,0.21252
114,ynat-v1_train_01871,"미국 장 마감, 코스피·코스닥 큰 폭 하락…",5,경제,0.23242
115,ynat-v1_train_01940,"백낙청, '더 나은 세상'에 대한 통찰력 담은 회화록 6·7권 발간",0,생활문화,0.18505
116,2075,"울산 남구 지역 내 보수 진보 정당 3당, 북구시설관리공단 설립 조례안 철회하라",3,사회,0.19827
117,1929,페이스북 메신저 암호화 기능...저커버그 vs 트위터 미래는 프라이빗,4,IT과학,0.2391
118,ynat-v1_train_01613,주주의 이재명:징계 일단 유보...당 안팎 우려 제기(란 잠재종합2보),2,정치,0.23527
119,ynat-v1_train_00856,"정부, '탄압 항의' 인권단체 대표 구속, 나쁜 세력의 음모 주장",6,세계,0.20571
120,ynat-v1_train_01557,"kt, 로건 없는 상황 속 삼성 대파… 이적은 지난해 10승",1,스포츠,0.23992
121,ynat-v1_train_02257,정부와 여론조사 기관은 여론조사 결과 유출 논란에 대해 긴급 회의를 열 예정이다.,2,정치,0.25332
122,ynat-v1_train_01917,오는 15일부터 2개 구간에서 일본소나무 숲 출입을 관리하기 시작한다.,0,생활문화,0.18631
123,1853,등교하며 반드시 손 자주 소독·발열 검사 필수,3,사회,0.20012
124,ynat-v1_train_00925,LGU+가 새로운 요금제를 출시하면서 통신 시장에서 경쟁력을 강화한다.,5,경제,0.22672
125,ynat-v1_train_01870,온라인 개학 두 번째 날 학생 10명 중 1명은 원격수업 어려워,3,사회,0.19535
126,ynat-v1_train_02248,"국고채 금리, 전반적으로 하락세…3년물 연 2.256% 기록",5,경제,0.20196
127,ynat-v1_train_02402,교육계에서 학교폭력을 예방하기 위해 4일간 학교를 운영하는 것에 대한 논의가 본격화된다.,3,사회,0.22292
128,ynat-v1_train_02755,북한도 르스 료 개 공단 출 원 발열 사 종합,2,정치,0.21901
129,ynat-v1_train_02121,예멘 반군 사우디 석유시설 여전히 공격 목표,6,세계,0.20861
130,ynat-v1_train_00873,"3,000원에 짙은색 청바지, 9,000원에 항공 점퍼를 팔고 있다.",0,생활문화,0.19051
131,ynat-v1_train_02008,"인간의 어리석음, 역사 속 선택의 반복",0,생활문화,0.20295
132,ynat-v1_train_01264,새 작품 출간으로 문학계의 관심을 끌고 있는 작가 G 황.,0,생활문화,0.21296
133,ynat-v1_train_01989,명말청 기 국 사 들은 아남 가,0,생활문화,0.18591
134,ynat-v1_train_02184,레이저로 미세 무늬 새겨 위조 막는다,4,IT과학,0.20818
135,ynat-v1_train_01653,"중앙일보 이유정 기자, 올해 여기자상 수상",3,사회,0.18302
136,ynat-v1_train_02184,"레이저 기술 활용, 위조 방지 미세 무늬 새기",4,IT과학,0.21481
137,ynat-v1_train_01868,남녀고용평등컵 훈련 찾은 독일 기무사 한국팀에![심층 분석],1,스포츠,0.21737
138,ynat-v1_train_00786,"대성그룹, 농구 스타 라건아 영입으로 전력 강화",1,스포츠,0.24371
139,ynat-v1_train_00830,"G7 정상회의 참석한 마크롱 대통령, 글로벌 경제 협력 논의",6,세계,0.22584
140,ynat-v1_train_02313,"총리, 국방과학연구소에서 차세대 군사 기술 점검 및 지원 약속",2,정치,0.22083
141,ynat-v1_train_01123,"즐라탄, 무릎 부상으로 시즌 종료…내년 월까지 복귀 불가",1,스포츠,0.21522
142,ynat-v1_train_01359,"영산강 황포돛배, 한복 입고 타면 요금 50% 할인",0,생활문화,0.20438
143,ynat-v1_train_00107,마크롱 프랑스 대통령이 G7 정상회의에 참석한다.,6,세계,0.2192
144,ynat-v1_train_02400,"삼성, 중소기업과 협력해 기술 혁신 가속화",4,IT과학,0.27605
145,ynat-v1_train_00864,구글과 페이스북은 중국 디지털 광고 시장을 공략하기 시작한다.,4,IT과학,0.22206
146,ynat-v1_train_01147,"K-콘텐츠 열풍, 전 세계 사로잡다",0,생활문화,0.22329
147,ynat-v1_train_02376,제조업 경기전환점 지수 부진...조선 기자 6명 역직해고,5,경제,0.2271
148,ynat-v1_train_02063,"더민U, 정현대 후보로 총선 경쟁 본격화",2,정치,0.21793
149,ynat-v1_train_00227,청년 디지털 일자리 등 차 추경 사업 민간 채용률 겨우,3,사회,0.18972
150,ynat-v1_train_01904,문 대통령이 국민과의 소통을 강조하며 취임 1주년을 맞는다.,2,정치,0.25413
151,ynat-v1_train_02192,"신세계증권의 1분기 부진 실적, 주가 압박이 커졌다.",5,경제,0.24379
152,2150,"최근 독일 언론, 극우 정당 AfD 소속 의원 러시아로부터 통제당해",6,세계,0.2024
153,ynat-v1_train_00854,"정부, 실손보험료 인하 검토 시작...보험 가입자 부담 완화 기대",5,경제,0.22344
154,ynat-v1_train_01047,당 지도자의 심의 참석 요청에 따라...정책 등록 여부에 대한 논란이 일고 있다.,2,정치,0.25358
155,ynat-v1_train_01859,"LH 아파트, 스마트 홈 시스템 도입",4,IT과학,0.23981
156,2225,추미애 야당 의원 무더기 허위조작 혐의 불구 기소...권력의 개 로 전락한 정치검찰,2,정치,0.21442
157,ynat-v1_train_02018,"서울 시민, U해T 화q 복구에 큰 관심 보여",0,생활문화,0.20549
158,ynat-v1_train_00981,버 모 일에 음성 이미지 검 기능 배치,4,IT과학,0.20374
159,976,세기의 대국 일본에 밀리고 다시 중국에 또 치이고 한국 인공지능 현주소,4,IT과학,0.23932
160,555,"월드컵 본선 손흥민·황희찬 발끝, 김신욱 머리에 달렸다",1,스포츠,0.24356
161,ynat-v1_train_00515,푸른색 '초대형 대북 사격훈련'이 발표돼 성훈 국방부 장관이 승진할 가능성이 높다.,2,정치,0.26262
162,ynat-v1_train_01964,"강릉, 미세먼지 나쁨 속 낮 최고 8도",0,생활문화,0.20725
163,ynat-v1_train_02032,확진 속출 부산 사하구 모든 학교 이틀간 원격수업 전환 3학년 집중,3,사회,0.20126
164,ynat-v1_train_02722,CJ엔앤엠이 인공지능 크리에이티브 지원 시스템을 개발한다.,4,IT과학,0.24451
165,ynat-v1_train_02156,"나스닥, 6개월 만에 최대 폭락! 투자자들 불안 고조",5,경제,0.22675
166,ynat-v1_train_01480,박 대통령의 6개월 경제 계획 발표... 내 전략 도입,2,정치,0.24939
167,ynat-v1_train_01515,"청년 유권자들, 대선 후보 정책 비교 분석 세미나 개최",2,정치,0.21792
168,ynat-v1_train_01715,개회사 대민상 수상 축하합니다,0,생활문화,0.20561
169,ynat-v1_train_01042,"프로야구 시범경기 개막, 홈런포로 관중 열광",1,스포츠,0.25872
170,ynat-v1_train_01660,박철우 점 폭발 삼성화재 저축은행 꺾고 위 점프,1,스포츠,0.2507
171,ynat-v1_train_02214,"현대자동차그룹, '넥쏘' 수소차 세계 최초 상용화 성공",4,IT과학,0.22436
172,ynat-v1_train_00199,"현대차, MMT 통해 현대차증권에 300억원 투자",5,경제,0.20976
173,1990,오늘 고강도 부동산 대책 발표...다주택자 등 수도권 일부 계층 투기수요 집중 겨냥,5,경제,0.2412
174,256,그래픽 작년 주식 투자자 1인당 보유종목수 4.27개,5,경제,0.20796
175,ynat-v1_train_02643,"민주노총, '늘어나는 비정규직 문제' 판결문 공개해 대응 방침 발표",2,정치,0.21975
176,986,"게시판, 금융투자협회 중·고생 대학생 대상 금융투자 체험교실",3,사회,0.18814
177,ynat-v1_train_00150,"11월, 소비자를 위한 할인 전쟁 시작… 유통업계 경쟁 백지화",5,경제,0.20409
178,ynat-v1_train_01894,"북한, 비밀리에 핵실험 진행 중...국제사회 감시망 뚫었다",2,정치,0.24316
179,ynat-v1_train_02195,獨 언론 극우 의원 러시아로부터 통제당해,6,세계,0.19925
180,ynat-v1_train_01166,"전국, 화요일까지 강수 주 후반 덥고 더위",0,생활문화,0.20788
181,433,프로축구 비디오판독 올해 K리그 클래식 챌린지로 확대할 듯,1,스포츠,0.25098
182,ynat-v1_train_01969,"프로 농구와 여자 배구 경기, 일본 여행 취소.",1,스포츠,0.24119
183,ynat-v1_train_01635,"김성태, 야당 견제권력 강화 위해 원 구성 주장",2,정치,0.23039
184,ynat-v1_train_01307,북한의 비핵화와 박 대통령의 국제협력 강화 방안에 주목한다.,2,정치,0.30214
185,ynat-v1_train_00122,대통령의 경제회복 주축이 되는 도지사들과의 협력 강화.,2,정치,0.25571
186,ynat-v1_train_01334,"류현진 홈런 효과, 팀 폭발적인 득점",1,스포츠,0.27773
187,ynat-v1_train_00837,"삼성 그룹주, 이재용 부회장 경영 복귀 기대감에 주가 급등",5,경제,0.2282
188,ynat-v1_train_01584,"울산현대고, 아디다스 K리그 고등부 축구리그 4연패 달성",1,스포츠,0.21676
189,95,다저스 류현진 FA 랭킹 7위...막판 부상 부진으로 온갖 의문 낳아,1,스포츠,0.21364
190,1756,KT 멀티캠퍼스와 손잡고 함께 기가지니 SERICEO 서비스 론칭,4,IT과학,0.25411
191,ynat-v1_train_00216,매크롱 대통령이 G7 정상회의에서 우크라이나를 지원할 방안을 논의한다.,6,세계,0.23653
192,ynat-v1_train_00546,마크롱 대통령과 G7 정상들이 G7 정상회의에서 세계 경제 안정에 대해 논의한다.,6,세계,0.21518
193,ynat-v1_train_00906,김정은이 당 북부 대표로 공식 임명됐다.,2,정치,0.23944
194,ynat-v1_train_02210,강릉원주대학교 학위 수여식이 16일 2주 뒤로 연기됐다.,3,사회,0.18075
195,ynat-v1_train_00030,해외로밍 금폭탄 동차단 더 빨 진다,4,IT과학,0.24737
196,867,"美, 중국과의 남중국해 영유권 분쟁국들에 대한 공개적 대응 주문",6,세계,0.22797
197,ynat-v1_train_01032,"고대영, KBS 전 사장 해임에 불복 소송 진행 결과 패소",3,사회,0.16577
198,ynat-v1_train_00393,핵 재처리와 나트륨 고속 반응기는 에너지 정책에 대한 새로운 도전입니다.,4,IT과학,0.2196
199,ynat-v1_train_01268,"KB국민은행, 블록체인 기반 '콘텐츠화' 프로젝트...자율주행차 호텔에도 쓴다종",4,IT과학,0.23732
200,ynat-v1_train_00379,"이서훈 국가정보원장이 ""민간단체와 협력해 헝가리의 인권 문제 해결""을 강조한다.",6,세계,0.20654
201,ynat-v1_train_02221,국민은행 총파업 불 확산? 노사 막판 합의 시나리오,3,사회,0.19527
202,602,추미애 전 정부 비리조차도 창조적...불공정 한국 끝 을 보는 것 듯,2,정치,0.23068
203,ynat-v1_train_01388,"카톡 내 학원비 바로결제, 카카오페이 시스템 오픈",4,IT과학,0.24525
204,ynat-v1_train_02023,러시아 연루 전 우크라이나 총리 캠프 고문 출신 원희룡 의원 보궐선거 출마,6,세계,0.18914
205,1147,레바논서 반정부 사흘째 거리시위...경제난에 정권퇴진 요구,6,세계,0.2239
206,ynat-v1_train_00783,AE 지역은 경제적 패권 투쟁의 중심지에서 북미 시장 진출을 가속화하고 있습니다.,6,세계,0.21764
207,44,세아트 드라이빙 VR 시뮬레이터,4,IT과학,0.22089
208,ynat-v1_train_02057,당대 김정은 결산보고 내,2,정치,0.23672
209,ynat-v1_train_02057,"김정은, 당대회서 경제 성과 보고...성과와 과제 함께 제시",2,정치,0.24275
210,1992,혜성 67P 분리합체 성공 전 과정 반복,4,IT과학,0.20193
211,74,KB증권 농심 4분기 예상 라면 부문 실적개선...목표주가 상향,5,경제,0.22793
212,123,드랙퀸 연극 조지 맥브라이드의 전설 내달 중 초연,0,생활문화,0.18361
213,ynat-v1_train_00442,"한국은행, 지난해 순이익 16년 만 최고치 기록",5,경제,0.21927
214,ynat-v1_train_02092,"홍콩, 금융 시장 불안에 대한 경고 확산",6,세계,0.20625
215,ynat-v1_train_01717,"베이징, 조류인플루엔자 신규 확진",6,세계,0.20314
216,ynat-v1_train_00538,"이란, 미국 제재로 인한 경제 압박 속 국방력 강화 움직임",6,세계,0.24519
217,ynat-v1_train_01672,"패널업계, V6 시장 침체 극복 위해 새로운 전략 모색",4,IT과학,0.20187
218,ynat-v1_train_00247,삼성전자가 차세대 스마트폰을 위한 갤럭시 S9 양자 패키지를 공개한다.,4,IT과학,0.26991
219,ynat-v1_train_00191,"다저스, 또 WS 꿈꾼다...3년 연속 도전장  ",1,스포츠,0.24227
220,ynat-v1_train_00431,"LG유플러스, 프로야구 앱 출시 돌풍에 10만 다운로드 돌파",4,IT과학,0.22106
221,ynat-v1_train_01914,한국방송협회장에 박정훈 사장 취임,3,사회,0.1863
222,ynat-v1_train_00524,유벤투스는 연속 승리로 리그 1위를 확보하고... 4강에 진출할 가능성.,1,스포츠,0.26926
223,ynat-v1_train_01828,"스마트폰 동영상 시청, 인당 데이터 사용량 급증",4,IT과학,0.25164
224,ynat-v1_train_02688,"호르무즈해협, 네덜란드·미국 파병 요청 확정",6,세계,0.22025
225,ynat-v1_train_01532,"눈 먼지가 날아오르나 강원 스키장, 개장 임박",0,생활문화,0.22579
226,ynat-v1_train_02117,서 연일 은 바짝 말라 사 현 탓,0,생활문화,0.20081
227,ynat-v1_train_00548,"中 국방장관, 사드 언급하며 미국과의 군사 협력 강화 시사",6,세계,0.23176
228,ynat-v1_train_01769,"여야, 민생 법안 처리 위해 협상 테이블에 앉다",2,정치,0.26672
229,ynat-v1_train_02403,"원로 건설인 박창규 전 롯데건설 사장, 별세",3,사회,0.16019
230,ynat-v1_train_00361,"삼성전자, 주주총회서 퍼스트무버 선언",5,경제,0.20542
231,ynat-v1_train_00596,한국 주택가격은 30년 만에 두 배로 올랐으며 세계 평균의 50%를 넘어섰다.,5,경제,0.2126
232,ynat-v1_train_00823,일본 Bx8 해양 프로젝트인 회사 D가 세계적인 투자를 끌어들이고 있다.,6,세계,0.19752
233,ynat-v1_train_01443,국회와 검찰의 탄핵 수용 결정은 정치적 긴장을 높인다.,2,정치,0.27708
234,ynat-v1_train_01675,"쾌적한 쪽배축제, 한껏 즐겨보세요",0,생활문화,0.22157
235,ynat-v1_train_01515,20대 청년들이 대선을 앞두고 정책 워크숍에서 열린 토론에 참여한다.,2,정치,0.21715
236,ynat-v1_train_02088,"연희예술단체, 전통공연예술진흥재단 재공연 지원 받음",0,생활문화,0.18009
237,ynat-v1_train_01332,"강승호, SK 이적 후 LG 트로피 향해 발을 내디딛다",1,스포츠,0.22343
238,ynat-v1_train_00416,"SK, 문승용 영입에도 타선 저조...5이닝 4실점",1,스포츠,0.22248
239,1932,한국 美 증시 중국 관련 기업 줄줄이 상장폐지...완리까지 역대 10번째,5,경제,0.22304
240,ynat-v1_train_00443,"에콰도르 정부, 반군 배후 세력 대규모 작전...안정화 회의",6,세계,0.24097
241,ynat-v1_train_00811,금감원 공공기관 지정 피했다 년내 상위직 로 감축종합 보,3,사회,0.19356
242,ynat-v1_train_02555,"KT, 5G 기술로 혁신적인 노래방 앱 '싱스틸러' 출시",4,IT과학,0.29015
243,ynat-v1_train_01906,"아시안게임, 극전사의 승리로 대회 열기 고조",1,스포츠,0.24357
244,ynat-v1_train_01069,뉴욕 영화제에서 주목을 받는 신제품인 LHEVK0 드론.,4,IT과학,0.24723
245,ynat-v1_train_01817,"""500,000명의 사람들이 정부에 참여합니다... 커뮤니케이션 창을 열 수 있습니다.""",6,세계,0.20915
