,ID,text,target,target_name,similarity
55,1534,오빠 농구 천재 감독 문경은·이상민 크리스마스에 3점 릴레이 슛 대결,1,스포츠,0.25506
56,ynat-v1_train_02672,"MLB닷컴 판타지랭킹, 추신수 176위·류현진 188위·강민호 195위",1,스포츠,0.20682
57,ynat-v1_train_01004,FT에서 셀레나 메시... 골은 메시가 넣었다...,1,스포츠,0.23121
58,ynat-v1_train_01904,"문 대통령, 정책 성과와 향후 과제에 대한 비전 제시",2,정치,0.26223
59,ynat-v1_train_01672,패널 산업과 V6 시장의 부진을 극복하기 위한 새로운 전략을 모색하고 있다.,4,IT과학,0.22751
60,2284,언론중재위원회 선정 결과 불공정 지방선거 보도 91건 제재,3,사회,0.18429
61,ynat-v1_train_02278,"도로공사, 4S아 선수 활약으로 선두 도약",1,스포츠,0.2352
62,ynat-v1_train_01755,국제유가 상승에 주유소 기름값 끊임없이 증가,5,경제,0.20385
63,ynat-v1_train_00842,"프랑스, 이란에 탄도 미사일 발사 놓고 9번 항의",6,세계,0.22722
64,1053,누워서 타는 전동 자전거로 평창동계올림픽 홍보,0,생활문화,0.19618
65,1037,재즈 피아니스트 유자 왕의 연주,0,생활문화,0.18878
66,ynat-v1_train_00394,"이스라엘, 팔레스타인 가자지구에 로켓 발사 대응 태세 강화",6,세계,0.22153
67,ynat-v1_train_02103,"예탁원, 워킹그룹과 함께 분산장부 기술 공동 연구 추진",5,경제,0.20215
68,316,대북특사단 오전 8 9시 평양 안착...10시부터 회담 중,2,정치,0.24181
69,ynat-v1_train_00829,"삼성, 갤럭시 S9 퀀텀 패키지 출시로 프리미엄 스마트폰 시장 공략",4,IT과학,0.2804
70,ynat-v1_train_02797,C 버전을 업데이트한 후 텔레그램과 같은 메신저가 2시간 동안 다운되었는데 원인은 무엇인가요?,4,IT과학,0.22288
71,ynat-v1_train_01767,"전문가, 과학기술 분야 국민적 관심사에 입각한 의견제시",3,사회,0.18139
72,ynat-v1_train_00745,서울 표준주택 공시가 상승…15억 초과 고가주택 집중 관리,5,경제,0.22451
73,745,농구장에 평균 65세 실버세대 도우미 벌써 10명 떴다,1,스포츠,0.22889
74,ynat-v1_train_01460,"전자통신연구원, 환자 생체신호 실시간 원격 측정 기술 인증 취득",4,IT과학,0.20943
75,ynat-v1_train_00160,"KT, 안랩과 정보보호·정보보안 서비스 개발 협력",4,IT과학,0.23645
76,ynat-v1_train_01202,"대입 학원 통학버스 코로나 확진자 발생, 29명 감염",3,사회,0.19527
77,ynat-v1_train_02784,"고려고 vs 베트남 5차 결승 격돌, 3대0 농구 챔피언 결정전",1,스포츠,0.22662
78,ynat-v1_train_01644,"삼성전자, 차세대 패널 제조 기술로 6조원 규모 공급 계약 체결",5,경제,0.22191
79,ynat-v1_train_01914,"박정훈 SBS 사장, 한국방송협회장에 선임",3,사회,0.18058
80,ynat-v1_train_02720,"초등학생들의 꿈을 키우는 미래 I업 연~소, 새로운 교육 패러다임 제시",3,사회,0.20827
81,ynat-v1_train_01030,"이선규, 거미손 센터 은퇴하며 열년 선수 경력 마무리",1,스포츠,0.21479
82,ynat-v1_train_02412,"테슬라, 한국 손 잡고 2년 속행 외줄타기; 위풍당당",5,경제,0.20061
83,ynat-v1_train_01400,"북한, 장거리 미사일 기습발사 대비 가림막 설치",2,정치,0.22397
84,ynat-v1_train_00132,올해 경제 성장 전망에 대해 전문가들의 논평이 나오고 있다.,0,생활문화,0.18246
85,ynat-v1_train_01649,베스트셀러 김난도 트렌드 코리아 주째 위,0,생활문화,0.20687
86,ynat-v1_train_02614,"문재인 대통령, 판문점에서 선언 발표",2,정치,0.25334
87,ynat-v1_train_00400,신간 '의와 인문학'으로 한국 철학계에 신선한 바람 불러일으키다,0,생활문화,0.18965
88,ynat-v1_train_01459,악성 소프트웨어가 IoT 장치에 감염되어 보안 조치를 강화해야 합니다.,4,IT과학,0.21495
89,ynat-v1_train_01400,北 장거리미사일 기습발사 가능성 발사대에 가림막 설치,2,정치,0.21075
90,ynat-v1_train_02165,프랑스 노딜 브렉시트 본화,6,세계,0.22386
91,ynat-v1_train_02087,"터칭, 사랑과 지지를 담아  세상을 만져요",0,생활문화,0.22196
92,ynat-v1_train_00517,"이통시장 태풍, 단말 자급제 수면 위협에 업계 경각심",4,IT과학,0.21801
93,ynat-v1_train_00898,"프로축구 스타, 새로운 팀에서 첫 경기 승리 이끌다",1,스포츠,0.26816
94,2016,하루키 한정판·애니 '너의 이름은'....새해 일본 로맨스 소설 부문 베스트 인기몰이,0,생활문화,0.19654
95,ynat-v1_train_00516,"대학 편입생 모집 확대, 2% 증가로 교육 기회 확대",3,사회,0.19315
96,577,하이투자 한국전력 올 2분기부터 실적 개선 전망...목표주가 상향,5,경제,0.23679
97,ynat-v1_train_00178,한화워터와 삼성전자가 공동성장협정을 체결한다.,5,경제,0.22224
98,327,오빠 농구 감독 문경은·이상민 크리스마스에 3점 슛 대결,1,스포츠,0.25145
99,ynat-v1_train_02126,"퇴직 후 생활고 막기 위해 취업 시도, 실패 후 전 직장 동료들과 재회 8일 만에 희망",3,사회,0.17212
100,ynat-v1_train_01154,"교육계, 학교 급식 칸막이 정책 완화에 대한 찬반 격론 확산",3,사회,0.22884
101,ynat-v1_train_01871,"미국 장 마감, 코스피·코스닥 큰 폭 하락…",5,경제,0.23256
102,ynat-v1_train_01940,"백낙청, '더 나은 세상'에 대한 통찰력 담은 회화록 6·7권 발간",0,생활문화,0.18517
103,2075,"울산 남구 지역 내 보수 진보 정당 3당, 북구시설관리공단 설립 조례안 철회하라",3,사회,0.19848
104,ynat-v1_train_01613,주주의 이재명:징계 일단 유보...당 안팎 우려 제기(란 잠재종합2보),2,정치,0.23602
105,ynat-v1_train_01557,"kt, 로건 없는 상황 속 삼성 대파… 이적은 지난해 10승",1,스포츠,0.24041
106,ynat-v1_train_02632,"제주, 여름 시즌 맞아 특별한 문화 축제 개최",0,생활문화,0.20424
107,ynat-v1_train_02257,정부와 여론조사 기관은 여론조사 결과 유출 논란에 대해 긴급 회의를 열 예정이다.,2,정치,0.25349
108,ynat-v1_train_01917,오는 15일부터 2개 구간에서 일본소나무 숲 출입을 관리하기 시작한다.,0,생활문화,0.18614
109,1853,등교하며 반드시 손 자주 소독·발열 검사 필수,3,사회,0.20053
110,ynat-v1_train_00925,LGU+가 새로운 요금제를 출시하면서 통신 시장에서 경쟁력을 강화한다.,5,경제,0.22474
111,ynat-v1_train_01870,온라인 개학 두 번째 날 학생 10명 중 1명은 원격수업 어려워,3,사회,0.19544
112,ynat-v1_train_02248,"국고채 금리, 전반적으로 하락세…3년물 연 2.256% 기록",5,경제,0.20156
113,ynat-v1_train_02402,교육계에서 학교폭력을 예방하기 위해 4일간 학교를 운영하는 것에 대한 논의가 본격화된다.,3,사회,0.2231
114,ynat-v1_train_02755,북한도 르스 료 개 공단 출 원 발열 사 종합,2,정치,0.21886
115,ynat-v1_train_02121,예멘 반군 사우디 석유시설 여전히 공격 목표,6,세계,0.2095
116,ynat-v1_train_01451,리비아서 피랍 이탈리아 인질 극적 탈출로 목숨 건져,6,세계,0.1864
117,ynat-v1_train_00873,"3,000원에 짙은색 청바지, 9,000원에 항공 점퍼를 팔고 있다.",0,생활문화,0.19007
118,ynat-v1_train_02008,"인간의 어리석음, 역사 속 선택의 반복",0,생활문화,0.20236
119,ynat-v1_train_01264,새 작품 출간으로 문학계의 관심을 끌고 있는 작가 G 황.,0,생활문화,0.21307
120,ynat-v1_train_01989,명말청 기 국 사 들은 아남 가,0,생활문화,0.18511
121,ynat-v1_train_01653,"중앙일보 이유정 기자, 올해 여기자상 수상",3,사회,0.18247
122,ynat-v1_train_02184,"레이저 기술 활용, 위조 방지 미세 무늬 새기",4,IT과학,0.21469
123,ynat-v1_train_01868,남녀고용평등컵 훈련 찾은 독일 기무사 한국팀에![심층 분석],1,스포츠,0.21713
124,ynat-v1_train_00786,"대성그룹, 농구 스타 라건아 영입으로 전력 강화",1,스포츠,0.24392
125,ynat-v1_train_00830,"G7 정상회의 참석한 마크롱 대통령, 글로벌 경제 협력 논의",6,세계,0.22436
126,ynat-v1_train_02313,"총리, 국방과학연구소에서 차세대 군사 기술 점검 및 지원 약속",2,정치,0.2205
127,ynat-v1_train_01123,"즐라탄, 무릎 부상으로 시즌 종료…내년 월까지 복귀 불가",1,스포츠,0.21503
128,ynat-v1_train_01359,"영산강 황포돛배, 한복 입고 타면 요금 50% 할인",0,생활문화,0.2047
129,ynat-v1_train_00107,마크롱 프랑스 대통령이 G7 정상회의에 참석한다.,6,세계,0.21771
130,ynat-v1_train_00864,구글과 페이스북은 중국 디지털 광고 시장을 공략하기 시작한다.,4,IT과학,0.22166
131,ynat-v1_train_01147,"K-콘텐츠 열풍, 전 세계 사로잡다",0,생활문화,0.22318
132,ynat-v1_train_02612,"SK텔레콤, AI 전문 연구팀 '드림팀' 결성",4,IT과학,0.25413
133,ynat-v1_train_02063,"더민U, 정현대 후보로 총선 경쟁 본격화",2,정치,0.21816
134,ynat-v1_train_01904,문 대통령이 국민과의 소통을 강조하며 취임 1주년을 맞는다.,2,정치,0.25364
135,ynat-v1_train_02192,"신세계증권의 1분기 부진 실적, 주가 압박이 커졌다.",5,경제,0.24426
136,2150,"최근 독일 언론, 극우 정당 AfD 소속 의원 러시아로부터 통제당해",6,세계,0.20199
137,ynat-v1_train_01063,갤럭시 S21 출시 후 첫 주말에는 예약 수량이 100만 대를 넘어섰다.,4,IT과학,0.23032
138,ynat-v1_train_00908,"아시안게임 야구, 라오스 스리랑카에 아슬아슬 극적 패배",1,스포츠,0.21478
139,ynat-v1_train_00854,"정부, 실손보험료 인하 검토 시작...보험 가입자 부담 완화 기대",5,경제,0.22265
140,ynat-v1_train_01047,당 지도자의 심의 참석 요청에 따라...정책 등록 여부에 대한 논란이 일고 있다.,2,정치,0.25372
141,ynat-v1_train_01859,"LH 아파트, 스마트 홈 시스템 도입",4,IT과학,0.23911
142,2225,추미애 야당 의원 무더기 허위조작 혐의 불구 기소...권력의 개 로 전락한 정치검찰,2,정치,0.21475
143,ynat-v1_train_02018,"서울 시민, U해T 화q 복구에 큰 관심 보여",0,생활문화,0.20521
144,ynat-v1_train_00981,버 모 일에 음성 이미지 검 기능 배치,4,IT과학,0.20404
145,976,세기의 대국 일본에 밀리고 다시 중국에 또 치이고 한국 인공지능 현주소,4,IT과학,0.239
146,555,"월드컵 본선 손흥민·황희찬 발끝, 김신욱 머리에 달렸다",1,스포츠,0.24315
147,ynat-v1_train_00515,푸른색 '초대형 대북 사격훈련'이 발표돼 성훈 국방부 장관이 승진할 가능성이 높다.,2,정치,0.2627
148,ynat-v1_train_01995,"대전, 이글스파크 영입 위한 자치구 야구장 유치 본격화",1,스포츠,0.21312
149,ynat-v1_train_01964,"강릉, 미세먼지 나쁨 속 낮 최고 8도",0,생활문화,0.20731
150,ynat-v1_train_02032,확진 속출 부산 사하구 모든 학교 이틀간 원격수업 전환 3학년 집중,3,사회,0.20166
151,ynat-v1_train_02156,"나스닥, 6개월 만에 최대 폭락! 투자자들 불안 고조",5,경제,0.22674
152,ynat-v1_train_01480,박 대통령의 6개월 경제 계획 발표... 내 전략 도입,2,정치,0.24953
153,ynat-v1_train_02335,"심야 화재로 상가 6곳 소실, 지역 상권 큰 타격 예상",3,사회,0.18111
154,ynat-v1_train_01515,"청년 유권자들, 대선 후보 정책 비교 분석 세미나 개최",2,정치,0.2181
155,ynat-v1_train_01715,개회사 대민상 수상 축하합니다,0,생활문화,0.20551
156,ynat-v1_train_01042,"프로야구 시범경기 개막, 홈런포로 관중 열광",1,스포츠,0.25875
157,ynat-v1_train_01660,박철우 점 폭발 삼성화재 저축은행 꺾고 위 점프,1,스포츠,0.25096
158,ynat-v1_train_02214,"현대자동차그룹, '넥쏘' 수소차 세계 최초 상용화 성공",4,IT과학,0.22491
159,ynat-v1_train_00199,"현대차, MMT 통해 현대차증권에 300억원 투자",5,경제,0.20958
160,1990,오늘 고강도 부동산 대책 발표...다주택자 등 수도권 일부 계층 투기수요 집중 겨냥,5,경제,0.23949
161,256,그래픽 작년 주식 투자자 1인당 보유종목수 4.27개,5,경제,0.20796
162,ynat-v1_train_02643,"민주노총, '늘어나는 비정규직 문제' 판결문 공개해 대응 방침 발표",2,정치,0.22031
163,986,"게시판, 금융투자협회 중·고생 대학생 대상 금융투자 체험교실",3,사회,0.18885
164,ynat-v1_train_00150,"11월, 소비자를 위한 할인 전쟁 시작… 유통업계 경쟁 백지화",5,경제,0.20371
165,ynat-v1_train_01894,"북한, 비밀리에 핵실험 진행 중...국제사회 감시망 뚫었다",2,정치,0.24241
166,ynat-v1_train_02195,獨 언론 극우 의원 러시아로부터 통제당해,6,세계,0.19895
167,ynat-v1_train_02383,"KIST, 탄소나노소재 활용 우주복 섬유 및 방사선 차폐재 개발",4,IT과학,0.21932
168,ynat-v1_train_01166,"전국, 화요일까지 강수 주 후반 덥고 더위",0,생활문화,0.20829
169,433,프로축구 비디오판독 올해 K리그 클래식 챌린지로 확대할 듯,1,스포츠,0.25073
170,ynat-v1_train_01635,"김성태, 야당 견제권력 강화 위해 원 구성 주장",2,정치,0.2309
171,ynat-v1_train_01307,북한의 비핵화와 박 대통령의 국제협력 강화 방안에 주목한다.,2,정치,0.302
172,ynat-v1_train_00122,대통령의 경제회복 주축이 되는 도지사들과의 협력 강화.,2,정치,0.25526
173,ynat-v1_train_01334,"류현진 홈런 효과, 팀 폭발적인 득점",1,스포츠,0.2782
174,ynat-v1_train_00837,"삼성 그룹주, 이재용 부회장 경영 복귀 기대감에 주가 급등",5,경제,0.22854
175,ynat-v1_train_00787,관광객의 유입이 증가하여 공항역 시설 확충의 필요성.,3,사회,0.16304
176,ynat-v1_train_01584,"울산현대고, 아디다스 K리그 고등부 축구리그 4연패 달성",1,스포츠,0.21698
177,95,다저스 류현진 FA 랭킹 7위...막판 부상 부진으로 온갖 의문 낳아,1,스포츠,0.21373
178,1756,KT 멀티캠퍼스와 손잡고 함께 기가지니 SERICEO 서비스 론칭,4,IT과학,0.25331
179,ynat-v1_train_00216,매크롱 대통령이 G7 정상회의에서 우크라이나를 지원할 방안을 논의한다.,6,세계,0.23503
180,ynat-v1_train_00546,마크롱 대통령과 G7 정상들이 G7 정상회의에서 세계 경제 안정에 대해 논의한다.,6,세계,0.21351
181,ynat-v1_train_02343,"교육청, 학교 급식 칸막이 설치 논란에 9억원 예산 배정",3,사회,0.22575
182,ynat-v1_train_02210,강릉원주대학교 학위 수여식이 16일 2주 뒤로 연기됐다.,3,사회,0.18067
183,ynat-v1_train_00030,해외로밍 금폭탄 동차단 더 빨 진다,4,IT과학,0.24739
184,867,"美, 중국과의 남중국해 영유권 분쟁국들에 대한 공개적 대응 주문",6,세계,0.22714
185,1181,영상: 삼성 갤럭시노트19 9일부터 순차 국내 사전 예약... 내달 3일 정식 출시,4,IT과학,0.24556
186,ynat-v1_train_01032,"고대영, KBS 전 사장 해임에 불복 소송 진행 결과 패소",3,사회,0.1655
187,ynat-v1_train_00393,핵 재처리와 나트륨 고속 반응기는 에너지 정책에 대한 새로운 도전입니다.,4,IT과학,0.21942
188,ynat-v1_train_01268,"KB국민은행, 블록체인 기반 '콘텐츠화' 프로젝트...자율주행차 호텔에도 쓴다종",4,IT과학,0.23742
189,ynat-v1_train_00379,"이서훈 국가정보원장이 ""민간단체와 협력해 헝가리의 인권 문제 해결""을 강조한다.",6,세계,0.20622
190,ynat-v1_train_02221,국민은행 총파업 불 확산? 노사 막판 합의 시나리오,3,사회,0.19491
191,602,추미애 전 정부 비리조차도 창조적...불공정 한국 끝 을 보는 것 듯,2,정치,0.23095
192,ynat-v1_train_01388,"카톡 내 학원비 바로결제, 카카오페이 시스템 오픈",4,IT과학,0.24478
193,ynat-v1_train_02023,러시아 연루 전 우크라이나 총리 캠프 고문 출신 원희룡 의원 보궐선거 출마,6,세계,0.1892
194,1147,레바논서 반정부 사흘째 거리시위...경제난에 정권퇴진 요구,6,세계,0.22485
195,ynat-v1_train_00783,AE 지역은 경제적 패권 투쟁의 중심지에서 북미 시장 진출을 가속화하고 있습니다.,6,세계,0.21657
196,44,세아트 드라이빙 VR 시뮬레이터,4,IT과학,0.22059
197,ynat-v1_train_02057,당대 김정은 결산보고 내,2,정치,0.23682
198,ynat-v1_train_02798,"류현진, 친구 인터뷰에 안타 만날 것 두려워",1,스포츠,0.20985
199,ynat-v1_train_02057,"김정은, 당대회서 경제 성과 보고...성과와 과제 함께 제시",2,정치,0.24265
200,1992,혜성 67P 분리합체 성공 전 과정 반복,4,IT과학,0.20254
201,74,KB증권 농심 4분기 예상 라면 부문 실적개선...목표주가 상향,5,경제,0.22789
202,123,드랙퀸 연극 조지 맥브라이드의 전설 내달 중 초연,0,생활문화,0.18321
203,ynat-v1_train_00442,"한국은행, 지난해 순이익 16년 만 최고치 기록",5,경제,0.21865
204,ynat-v1_train_02092,"홍콩, 금융 시장 불안에 대한 경고 확산",6,세계,0.2059
205,ynat-v1_train_01717,"베이징, 조류인플루엔자 신규 확진",6,세계,0.20336
206,ynat-v1_train_00538,"이란, 미국 제재로 인한 경제 압박 속 국방력 강화 움직임",6,세계,0.24512
207,ynat-v1_train_00247,삼성전자가 차세대 스마트폰을 위한 갤럭시 S9 양자 패키지를 공개한다.,4,IT과학,0.26853
208,ynat-v1_train_00191,"다저스, 또 WS 꿈꾼다...3년 연속 도전장  ",1,스포츠,0.24256
209,ynat-v1_train_00431,"LG유플러스, 프로야구 앱 출시 돌풍에 10만 다운로드 돌파",4,IT과학,0.22073
210,ynat-v1_train_00524,유벤투스는 연속 승리로 리그 1위를 확보하고... 4강에 진출할 가능성.,1,스포츠,0.26949
211,ynat-v1_train_01828,"스마트폰 동영상 시청, 인당 데이터 사용량 급증",4,IT과학,0.25073
212,ynat-v1_train_02688,"호르무즈해협, 네덜란드·미국 파병 요청 확정",6,세계,0.2205
213,ynat-v1_train_01532,"눈 먼지가 날아오르나 강원 스키장, 개장 임박",0,생활문화,0.22551
214,ynat-v1_train_02117,서 연일 은 바짝 말라 사 현 탓,0,생활문화,0.20046
215,ynat-v1_train_00548,"中 국방장관, 사드 언급하며 미국과의 군사 협력 강화 시사",6,세계,0.23126
216,ynat-v1_train_01769,"여야, 민생 법안 처리 위해 협상 테이블에 앉다",2,정치,0.26716
217,ynat-v1_train_02403,"원로 건설인 박창규 전 롯데건설 사장, 별세",3,사회,0.15972
218,ynat-v1_train_00361,"삼성전자, 주주총회서 퍼스트무버 선언",5,경제,0.20544
219,ynat-v1_train_00596,한국 주택가격은 30년 만에 두 배로 올랐으며 세계 평균의 50%를 넘어섰다.,5,경제,0.21222
220,ynat-v1_train_00823,일본 Bx8 해양 프로젝트인 회사 D가 세계적인 투자를 끌어들이고 있다.,6,세계,0.19688
221,ynat-v1_train_01443,국회와 검찰의 탄핵 수용 결정은 정치적 긴장을 높인다.,2,정치,0.27741
222,ynat-v1_train_01675,"쾌적한 쪽배축제, 한껏 즐겨보세요",0,생활문화,0.2214
223,ynat-v1_train_01515,20대 청년들이 대선을 앞두고 정책 워크숍에서 열린 토론에 참여한다.,2,정치,0.21693
224,ynat-v1_train_02088,"연희예술단체, 전통공연예술진흥재단 재공연 지원 받음",0,생활문화,0.17992
225,ynat-v1_train_01332,"강승호, SK 이적 후 LG 트로피 향해 발을 내디딛다",1,스포츠,0.22357
226,ynat-v1_train_00720,민주당은 혼합 비례대표제 도입을 촉구하고 있습니다... 정치 개혁에 대한 뜨거운 논쟁,2,정치,0.26225
227,ynat-v1_train_00416,"SK, 문승용 영입에도 타선 저조...5이닝 4실점",1,스포츠,0.22272
228,1932,한국 美 증시 중국 관련 기업 줄줄이 상장폐지...완리까지 역대 10번째,5,경제,0.22312
229,ynat-v1_train_00443,"에콰도르 정부, 반군 배후 세력 대규모 작전...안정화 회의",6,세계,0.2407
230,ynat-v1_train_00811,금감원 공공기관 지정 피했다 년내 상위직 로 감축종합 보,3,사회,0.19316
231,ynat-v1_train_01906,"아시안게임, 극전사의 승리로 대회 열기 고조",1,스포츠,0.24376
232,ynat-v1_train_01069,뉴욕 영화제에서 주목을 받는 신제품인 LHEVK0 드론.,4,IT과학,0.24697
233,ynat-v1_train_01817,"""500,000명의 사람들이 정부에 참여합니다... 커뮤니케이션 창을 열 수 있습니다.""",6,세계,0.2081
234,ynat-v1_train_01354,"학교 급식 안전 강화 요구 속, 사고 업체 대표에 징역 2년 구형",3,사회,0.22214
235,ynat-v1_train_02445,"칠레 청년, 사자들과의 교류 중 자살 기도… rescue 과정에서 사자 두 마리 추락사",6,세계,0.20519
236,1542,"민주, 평창올림픽 유치 성공 개최 총력전...색깔론 한국당 연일 민주당 맹공",2,정치,0.26987
237,ynat-v1_train_01054,국방부 기자회견에는 219명이 선발됐다.,3,사회,0.17126
238,ynat-v1_train_01020,교육청 및 지방공무원 136명의 정규 승진 발표.,3,사회,0.19613
239,ynat-v1_train_01263,남도 이버 뉴스에 지역 언론 포함 식 요청,3,사회,0.18982
240,ynat-v1_train_02325,맨체스터 유나이티드는 EFL 컵에서 우승했다.,1,스포츠,0.24123
241,1725,전북교육청 8월 부터 14일까지 학생 및 운동선수 관련 폭력피해 실태조사,3,사회,0.19036
242,ynat-v1_train_01362,멀티캠퍼스와 기가지니 서비스 론칭,4,IT과학,0.23889
243,ynat-v1_train_02008,"인간의 어리석음, 역사 속 반복되는 선택들",0,생활문화,0.20151
244,ynat-v1_train_00470,애플은 9월에 iOS 1.3을 출시할 예정이다.,4,IT과학,0.20874
245,ynat-v1_train_00502,"여야, 총선 앞두고 치열한 공방전 시작...정치적 긴장감 고조",2,정치,0.28337
