target,text
5,새로운 기술 도입에 따른 일자리 창출 가능성…
5,AI 기반 금융 서비스 확대… 투자 자문 및 리스크 관리 지원 강화
5,"블록체인 기술 적용, 비즈니스 프로세스 효율성 향상…"
5,디지털 전환 가속화에 따른 새로운 기회 창출… 한국 경제 경쟁력 강화
5,"전기차 시장 확대, 친환경 기술 발전…"
6,"美中 trade war, 한국경제에 영향 전문가 분석"
6,"북한 미사일 발사, 국제 사회 분열 심화"
6,"EU Brexit 협상 재개, 불확실성 커짐"
6,"인도중국 충돌 지역, 군비 경쟁 가속화"
6,"러시아 감염병 확산, 세계보건기구 경고"
6,"아프리카 식량난 심각해짐, 국제적 지원 필요성 증대"
6,"영국 엘리자베스 여왕 서거, 세계 각국의 애도"
6,"멕시코 마약 카르텔, 미국과의 경쟁 심화"
6,"Бразилия 인종차별 논란, 우등주의 분위기 심각해짐"
6,"중국의 코로나19 확산 둔화, 세계 경제 회복 기대감 증가"
6,"스페인 태풍 피해, 유럽 국가들의 지원 물량 증송"
6,"일본 해저 화산 활동, 주변 국가 대피령 발표"
6,"독일 자동차 산업 침체, 경기 부진으로 전망 악화"
6,"프랑스 노동자 파업 지속, 정부와의 갈등 심화"
6,"아제르바이잔아르메니아 분쟁 재개, 국제 사회 우려"
6,"이스라엘팔레스타인 분쟁, 평화 협상 지체"
6,"미국 대선 후보 경쟁 치열해짐, 세계 정치 향방 불투명"
6,"오스트레일리아 자연재해 피해 심각, 세계적 지원 요청"
6,"뉴질랜드 코로나19 재확산, 새로운 변이 우려"
6,"터키 이슬람 국가 전격 선포, 국제 사회 논란"
6,"스웨덴 여성 리더십 증대, 세계적인 사회 진보 사례"
6,"캐나다 법률 개혁 추진, 인권 보호 및 사회 정의 강화"
6,"필리핀 경제 성장 둔화, 전 세계 경기 불확실성 증가"
6,"인도 태평양 주변 영역 확대, 국가 간 갈등 심화 우려"
6,"남아프리카 공화국 인종차별 문제 지속, 사회 불안감 고조"
6,"태일 콜롬비아 카르텔 파괴, 마약 거래 사슬 단절"
6,"중동 지역 평화협상 실패, 새로운 갈등 발생 우려"
6,"한국, 세계 경제 혼란 속에서 안정 기반 강화"
6,인도양 지역 주요 국가들 간 군사력 증강 심화
6,에너지 가격 상승으로 전 세계 경제 위기 가능성
6,"AI 기술 개발 경쟁 심화, 국제 사회 윤리적 논의 필요"
6,"유엔, 글로벌 기후 변화 대응 협력 강화 추진"
6,국제 감염병 관리 및 예방 체계 강화 필요성 증대
6,"미래 도시 계획 발전, 지속 가능한 개발 방향 설정"
6,사회적 평등 확보 위한 국제 노력 기울여야 함
6,다양한 문화 이해 증진을 통한 세계 평화 구축
1,"김혜수, K리그 역대 최다 골 기록 경신"
1,"손흥민, 프리미어 리그 득점왕에 다시 한번 도전"
1,"한국 축구 국가대표팀, 2026년 월드컵 아시아예선 무료 승격"
1,"프로야구 시즌 개막 KIA Tigers, 새로운 해에 우승 가능성 높아"
1,"르브론 제임스, NBA 역대 득점 왕 기록 달성"
1,"김동환 주장이 이끄는 SK 와이번즈, 프로배구 LCK 우승 목표 "
1,대한민국 아르헨티나 대결 월드컵 예선을 위한 최후의 승부 
1,NBA 정규 시즌 마무리 밀린 선수들의 활약이 주목받는다.
1,"골프 대회, 라이언 웨스트우드가 우승"
1,축구 월드컵 예선 진출 한국팀의 위험한 순간
1,"트랜스퍼 시즌 시작 유럽 축구계, 스파르타와 레알 마드리드의 새로운 거래"
1,"배구 월드컵 예선 대결 한국팀, 상대 압도적인 승부"
1,이동국 장수 선수 은퇴 발표 프로야구 최고의 베이스
1,"2024년 하계올림픽 개최지 선정 프랑크푸르트와 도쿄, 치열한 경쟁"
1,박세리 선수 기록 깨뜨린 MLB 시그너티어 전략
1,프리미어 리그 시즌 최고의 골 손흥민을 비롯한 K리그 스타들의 활약
1,"KBL, 새로운 규칙 도입으로 경기 재미 UP"
1,"한국 프로야구, 외국인 선수 영입에 대한 논란 팬들의 반응은"
1,MLB 드래프트 결과 발표 새로운 스타의 등장이 기대된다.
1,"2024년 올림픽, 한국 선수 희망 대상목록 공개"
1,"아시아 게임 개최 한국팀, 메달 수확에 초점"
1,E 스포츠 성장세 지속 새로운 eSports 선수 발굴 캠페인 진행
1,"2024년 UEFA 유로파리그 최종전, 아틀레틱 빌바오와 바르셀로나의 대결"
1,"한국 프로농구, 새로운 시즌 개막  새로운 스타 선수들의 등장"
1,NBA 정규 시즌 중반 전망 경기 상황 변화와 팀별 분석
1,코리안 배드민턴 올림픽 대표 선발  결정 및 선수들 예상
1,"2024년 아테네 오데세아 육상 대회, 한국 선수들의 성적 기대"
1,UFC 최고의 격투사가 선정됩니다
1,"한국 스피드스케이팅 국가대표팀, 세계 선수권 대회에서 금메달 목표"
1,FIFA 여자 월드컵 진출 한국 여자 축구팀의 새로운 도전 시작
1,"2024년 하계올림픽, 한국 선수들의 메달 획득 가능성 높아짐"
1,KBL 해외 진출 계획 발표 K League의 새로운 전망
1,"축구 월드컵 개최국 선정 결과, 아프리카가 우승"
1,새로운 스포츠 게임 출시 기대감 UP
1,"2024년 콜롬비아 세계 주니어 축구 대회, 한국팀의 역대급 성적 목표"
1,수영 월드컵 개최 한국 수영 선수들의 활약 기대
1,"프로야구 챔피언 결정전, 두 명의 주자들이 화려한 홈런을 날린다"
1,"손흥민 선수, 프리미어 리그에서 역대급 골망 공격"
6,"美중 갈등 심화, 한반도 상황에 불안감 고조"
6,"유럽 천연가스 수급 위기, 에너지 가격 폭등"
6,"EUUK FTA협상 재개, 양국 무역 활성화 기대"
6,"일본 내각 총리 후보 선정 논란, 정치적 불안 고조"
6,"우크라이나 전쟁 지속, 국제 사회 분위기 악화"
6,"중국, 탈공산주의 경제 시스템 도입 논의 확산"
6,"인도파키스탄 갈등 심화, 테러 위협 증가"
6,"브라질 환경 보호 정책 강화, 아마존 열대 우림 재생 추진"
6,"아랍 국가 대표 회의 개최, 중동 평화 프로세스 논의"
6,"오스트리아 총선 결과 발표, 신임 정부 구성 시작"
6,"러시아 원자력 기술 보급 확대, 국제 사회 우려 고조"
6,"남아프리카 공화국 인플레이션 심화, 경제 위기 조짐"
6,"캐나다 정부, 환경 보호 목표 달성 위한 정책 강화"
6,"남태평양 국가들, 해양 협력 강화 위해 회의 개최"
6,"멕시코, 긴급 상황 대비 노력 강화, 자연 재해 피해 최소화"
6,"터키 정부, 코로나19 팬데믹 이후 경제 복구 방안 수립"
6,"이탈리아 총리, 유럽 연합 내 안보 협력 강화 주장"
6,"영국 정부, 국내 노동 시장 개혁 위한 법안 발의"
6,"스웨덴 기업, 지속 가능한 경영 방식 도입 확대"
6,"인도네시아 정부, 아시아 국가들과 경제 협력 강화 위한 노력"
6,"칠레 사회운동가, 환경 보호를 위한 대규모 시위 진행"
6,"핀란드 정부, 디지털 전환 기반 사회 경제 모델 구축"
6,"프랑스 문화산업, 국제적 영향력 강화 추세"
6,"호주 정부, 첨단 기술 분야 투자 확대"
6,"독일 자동차 산업, 전기차 개발 우위 확보 위한 노력 강화"
6,"벨기에 외교 부서, 국제 평화 유지 활동 확대"
6,"스페인 정부, 관광산업 회복을 위한 지원책 추진"
6,"헝가리, 코로나19 팬데믹 이후 경제 복구 가속화"
6,"스위스 정부, 금융 시스템 안정성 유지 위한 조치 강화"
6,"노르웨이 해양 개발 기술 선도, 국제적 경쟁 우위 확보"
6,"덴마크 정부, 지속 가능한 발전 목표 달성 위한 노력 강화"
6,"아일랜드, 투자 유치를 통한 경제 성장 추진"
6,"폴란드 정부, 군사적 역량 강화 노력 지속"
6,"룩셈부르크, 디지털 기술 분야 선도적인 국가 목표"
6,"네덜란드, 아카데믹 연구 투자 확대를 통한 과학기술 발전 추진"
6,"그리스 정부, 관광 산업 활성화 위한 정책 시행"
6,"아일랜드, 디지털 기술 분야 선도적인 국가 목표"
6,"핀란드, 코로나19 팬데믹 이후 경제 회복 가속화"
6,"카자흐스탄 정부, 지속 가능한 발전 목표 달성 위한 노력 강화"
6,"대한민국, 국제 사회에 한국식 기술 공유"
2,"총리 '핵심과제는 경제 일자리 창출', 국민소통 강화 약속"
2,"지방선거, 자율주권 논쟁 심화… 지역 주민 참여 확대 시도"
2,野당 '정부 인사 비밀조치' 반발… 야당 공세 고조
2,"국회 본교육위원회, 대학입시 부패 사건 심리 강화"
2,미중 갈등 악화… 외교적 노력 지속 중
2,개인정보보호법 개정안 국회 전격 처리… 논란 분자 촉발
2,"녹색 정책 추진, '기후변화 대응' 주요 목표"
2,사회복지 제도 강화 필요성 재점검… 사회적 약자 지원 확대
2,최근 국민 만족도 하락… 정부 실효성 검토 시급
2,시민참여 기반 의회 운영 논의… 소통 증진 위한 노력 지속
2,"새로운 법안 제정, '인공지능 윤리' 중심"
2,"선거법 개혁 논쟁, 정치개혁 동반 추진 필요성 제기"
2,해외 원자력 안전 시스템 공유… 국제협력 강화 노력
2,탈세 범죄 예방 및 처벌 강화… 세금 의무 준수 장려
2,국가균형발전 전략 추진… 지역 경쟁력 제고 위한 정책 마련
2,"경제 성장 동력 확보, '투자 유치' 주요 과제"
2,산업 구조 변화 대응… 혁신 기술 도입 시대
2,국가 안보 강화… 군사력 증강 및 국제협력 활성화
2,북한 문제 해결을 위한 다자간 협상 지속… 평화적 분위기 조성 노력
2,여러 분야 정책 개선 필요… 과도한 행정 심플리파이게이션 논란
2,국민 건강 증진 위해 의료 서비스 질 향상 노력
2,교육 시스템 개혁 추진… 학생 맞춤형 교육 모델 도입
2,문화 예술 발전을 위한 투자 확대… 창조 경제 육성
2,"스마트 도시 건설, '지속가능한 개발' 목표로 추진"
2,정보통신 기술 발전… 디지털 환경 적응 및 윤리적 가이드라인 마련
2,기후 변화 대응을 위한 국제 협력 강화… 지구 온난화 방지 노력
2,생명공학 연구 진행… 새로운 의료 기술 개발
2,다양성 존중 사회 구축 위해 정책 마련… 차별 및 편견 해소 노력
2,국가 이미지 제고를 위한 국제적 위상 강화 노력
2,지속 가능한 발전을 위한 공공 서비스 개선… 시민 만족도 향상
2,혁신과 성장을 위한 정책 과제… 지식 기반 경제 구축
2,국가 안보와 국익 보호 위해 노력 지속… 외교 활동 강화
2,사회적 불평등 해소를 위한 정책 추진… 모든 국민의 권리 보장
2,"정보 접근성 확대, 민주주의와 자유 시민 의사결정 기회 증진"
0,"전국 영화관, '신입사원' 흥행세에 눈부시다"
0,"K팝 아이돌 그룹, 해외 팬들과 온라인 콘서트 개최"
0,"김혜수, 드라마 복귀작으로 화제 집중"
0,"전통 무용단, 해외 투어로 한국 문화 알립니다"
0,"신예 작가 데뷔 소설, 베스트셀러 차트 석권"
0,"국립극장, 국내 최고 배우들의 감동적인 연기 선보이네요"
0,"뮤지컬 '햄릿', 현대적 해석으로 관객 반향 불러일으키다"
0,전시회 '한국 아름다움'에서 한국 미술의 매력 발견
0,"아카데미 시상식, 한국 영화 수상 기대감 높아져"
0,"젊은 예술가들의 창작 활동, 문화계 새로운 가능성 제시"
0,"인공지능 기술 활용, 미래예술의 경계 넓혀간다"
0,"전통 문양 디자인을 활용한 의류, 트렌디함과 전통성 조화"
0,"독립 영화제 성장, 한국영화 시야 확장에 기여"
0,"한국 음악, 세계 무대에서 새로운 화려함 선보이다"
0,"전통 놀이 체험, 도시민들의 여가 활동을 풍요롭게"
0,"문화예술교육, 21세기 시대 주도하는 인재 양성에 중요"
0,"한국의 전통 음식, 세계인에게 사랑받는 맛의 진정성"
0,"소셜 미디어 활용, 문화 콘텐츠 확산과 교류 증진"
0,"문화예술 다양 화가 즐기는 도시, 창조적인 에너지 넘치네요"
0,디지털 기술과 문화 예술의 조화로운 발전
0,"국내 대형 박물관 확장, 한국 문화 유산 보존 및 전파"
0,"인공지능 음악 작곡, 새로운 사운드와 가능성을 제시"
0,"한국 영화의 세계적 인정, 국제 Film Festival에서 수상 기록 달성"
0,"예술가들의 사회참여 활동, 문화와 공동체 발전에 기여"
0,"문화 콘텐츠 경쟁력 강화, 한국 예술을 세계 무대에 선보이다"
0,"한국 전통 축제, 세계인들에게 한국의 매력을 알리는 중요한 수단"
0,"디지털 아트, 새로운 예술 표현 방식으로 관객들의 감동 사로잡네요"
0,"문화예술 공간 개척, 지역 사회 활성화에 기여"
0,"한국 전통과 현대가 만나는 문화 트렌드, 새로운 시각을 제시"
0,"Kculture 확산, 한국의 문화적 영향력 강화"
0,"문화재 보존 및 해외 유출 방지 노력, 한국 문화유산 지속 가능한 발전을 위한 전략"
0,"문화 정책 변화, 예술계 활성화와 창작 활동 지원 필요"
0,"온라인 플랫폼 활용, 문화 콘텐츠 접근성 확대 및 국제적 교류 증진"
0,"문화예술 교육의 중요성 강조, 미래 세대를 위한 핵심 역량 함양"
0,"한국 문화 예술, 세계 무대에서 새로운 기회 창출"
0,"인공지능과 데이터 분석 활용, 문화 콘텐츠 제작 효율성 증대"
0,"문화예술 공간 확충, 예술가 지원 및 다양한 프로그램 개발"
0,"국제 문화 교류 확대, 한국의 문화적 다양성 보급"
0,"한국 전통 음악의 세계적 인정, 국제 무대에서 새로운 시각 제시"
4,"인공지능, 미래의 의료진으로서 새로운 가능성 열다"
4,"빅데이터 분석 기술 활용, 개인 맞춤형 교육 시스템 구축"
4,3D 프린팅 기술 발전으로 생체 기관 제작 가능
4,"우주 탐사, 인간의 지식을 넓히고 우주 역사 재정립"
4,5G 통신망 확대로 차세대 IoT 시대 도래 예상
4,"양자컴퓨팅 기술, 복잡 계산에 혁명 가져올 전망"
4,"스마트폰 카메라 성능 향상, 새로운 영상 콘텐츠 창출 가능성 증가"
